actual,predicted
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Cargo,Cargo
Tug,Other
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Tanker,Tanker
Other,High-Speed Craft
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Other,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Search and Rescue,Search and Rescue
Tug,Other
Tanker,Tanker
Other,Other
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Other,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Other,Other
Search and Rescue,Search and Rescue
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Tug
unknown,unknown
Cargo,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tanker,Tanker
Other,Other
Other,Passenger
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Other
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Tanker,Special Craft
Cargo,Cargo
Tug,Tug
Other,Other
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Other,Other
Cargo,Cargo
Cargo,Cargo
Other,Other
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tanker,Tanker
Other,High-Speed Craft
Pleasure Craft,Pleasure Craft
Other,Passenger
Cargo,Cargo
Tanker,Tanker
Tanker,Cargo
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tug,Other
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Tanker
Tug,Other
Tug,Other
Pleasure Craft,Pleasure Craft
Other,Passenger
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tug,Tug
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Search and Rescue,Search and Rescue
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Search and Rescue,Special Craft
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Other,Passenger
Tanker,Tanker
Search and Rescue,Special Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Other
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Other
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tanker,Cargo
Tanker,Tanker
Other,Other
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Other,Other
Tanker,Tanker
Tanker,Cargo
Tug,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tug,Other
Fishing,unknown
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Other,Passenger
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Tanker,Cargo
Other,Passenger
Tanker,Tanker
Tanker,Cargo
Tanker,Tanker
Other,High-Speed Craft
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Other
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Other,High-Speed Craft
Tug,Tug
Other,Passenger
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Other
Tanker,Tanker
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Tug,Tug
Other,Passenger
Other,Other
Tanker,Tanker
Tug,Tug
Other,Other
Tanker,Tanker
Tug,Tug
Pleasure Craft,Pleasure Craft
Tug,Other
Other,Other
Tanker,Tanker
Tug,Other
Tanker,Tanker
Tanker,Tanker
Other,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tug,Tug
Tug,Tug
Tanker,Tanker
Other,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tug,Tug
Other,High-Speed Craft
Search and Rescue,Special Craft
Pleasure Craft,Pleasure Craft
Search and Rescue,Special Craft
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Other,Other
Tanker,Tanker
Tug,Tug
Tanker,Cargo
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Other,Other
Tanker,Cargo
Pleasure Craft,Pleasure Craft
Fishing,unknown
Tanker,Tanker
Cargo,Cargo
Tanker,Cargo
Other,High-Speed Craft
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Other,Passenger
Tanker,Tanker
Other,Other
Tug,Tug
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Passenger
Tug,Tug
Tanker,Tanker
Other,Other
Tanker,Tanker
Cargo,Tanker
Tug,Tug
Pleasure Craft,Pleasure Craft
Tug,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,High-Speed Craft
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Other,Passenger
Pleasure Craft,Pleasure Craft
Tug,Tug
Tanker,Cargo
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Other,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Other
Tug,Other
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Other,Other
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Tanker,Cargo
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Other
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Search and Rescue,Search and Rescue
Tug,Tug
Other,Passenger
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Other
Tanker,Tanker
Search and Rescue,Search and Rescue
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Other
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,High-Speed Craft
Tanker,Tanker
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Search and Rescue,Search and Rescue
Tanker,Tanker
Tanker,Tanker
Search and Rescue,Search and Rescue
Search and Rescue,Search and Rescue
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tug,Tug
Cargo,Cargo
Cargo,Tanker
Tanker,Cargo
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Other
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Other
Other,Other
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tug,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,High-Speed Craft
Tanker,Tanker
Tanker,Tanker
Other,Other
Other,Other
Other,High-Speed Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Other,Other
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Cargo
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Other,Other
Tanker,Tanker
Search and Rescue,Special Craft
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Cargo,Tanker
Tanker,Tanker
Search and Rescue,Special Craft
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Cargo,Cargo
Other,High-Speed Craft
Tanker,Tanker
Search and Rescue,Search and Rescue
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Tanker,Cargo
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tug,Tug
Cargo,Cargo
Other,High-Speed Craft
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Cargo
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Tanker,Cargo
Tanker,Tanker
Tanker,Cargo
Tug,Tug
Other,Passenger
Tanker,Tanker
Tug,Tug
Other,High-Speed Craft
Cargo,Cargo
Tanker,Tanker
Tug,Tug
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Other
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Passenger
Other,Passenger
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tug,Tug
Other,Other
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Special Craft,Special Craft
Tanker,Tanker
Other,High-Speed Craft
Tanker,Tanker
Tug,Other
Tanker,Tanker
Tanker,Tanker
Search and Rescue,Search and Rescue
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Other
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Pleasure Craft,Pleasure Craft
Other,Cargo
Pleasure Craft,Pleasure Craft
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Other,Passenger
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Search and Rescue,Search and Rescue
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Other,Cargo
Tanker,Tanker
Cargo,Cargo
Other,Other
Other,Passenger
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Other,High-Speed Craft
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Other,High-Speed Craft
Other,High-Speed Craft
Cargo,Cargo
Other,Other
Tanker,Tanker
Tanker,Cargo
Cargo,Cargo
Other,High-Speed Craft
Cargo,Cargo
Cargo,Cargo
Tanker,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Tanker
Tanker,Cargo
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Other,Passenger
Tanker,Cargo
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Other,Passenger
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tug,Other
Tanker,Tanker
Cargo,Cargo
Other,High-Speed Craft
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Cargo,Cargo
Other,High-Speed Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Other,Passenger
Other,High-Speed Craft
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Other
Cargo,Tanker
Tanker,Tanker
Cargo,Tanker
Other,High-Speed Craft
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Cargo,Tanker
Other,Passenger
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Other,Passenger
Cargo,Cargo
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Other,Passenger
Tug,Tug
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Other,Other
Tug,Other
Tug,Other
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tug,Other
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Search and Rescue,Search and Rescue
Cargo,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Tanker
Tug,Tug
Tanker,Tanker
Search and Rescue,Search and Rescue
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tanker,Tanker
Search and Rescue,Search and Rescue
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,High-Speed Craft
Pleasure Craft,Pleasure Craft
Search and Rescue,Special Craft
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Tug,Other
Cargo,Cargo
Tanker,Tanker
Other,Other
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Cargo,Tanker
Special Craft,Pleasure Craft
Other,Other
Tanker,Tanker
Special Craft,Special Craft
Tanker,Tanker
Other,Passenger
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tug,Tug
Tanker,Tanker
Tug,Tug
Other,Other
Tug,Tug
Other,Passenger
Cargo,Cargo
Tug,Tug
Cargo,Cargo
Other,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tug,Other
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Cargo,Tanker
Cargo,Cargo
Tug,Tug
Cargo,Tanker
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Other,Other
Tanker,Tanker
Cargo,Cargo
Cargo,Tanker
Tanker,Tanker
Cargo,Cargo
Cargo,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Other,Passenger
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Other,Other
Search and Rescue,Special Craft
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Tug,Other
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Passenger
Search and Rescue,Special Craft
Other,Passenger
Search and Rescue,Special Craft
Other,Passenger
Search and Rescue,Special Craft
Other,Passenger
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Other,High-Speed Craft
Tanker,Tanker
Other,Passenger
Search and Rescue,Special Craft
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Cargo,Tanker
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Other,Passenger
Tug,Other
Cargo,Cargo
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Tug,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Cargo,Cargo
Tug,Tug
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Cargo,Cargo
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Cargo
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Cargo,Tanker
Tanker,Tanker
Cargo,Tanker
Other,Passenger
Cargo,Cargo
Tanker,Tanker
Other,Cargo
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Tanker,Tanker
Cargo,Cargo
Tug,Other
Cargo,Cargo
Cargo,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Cargo
Cargo,Tanker
Cargo,Cargo
Tug,Other
Tanker,Cargo
Cargo,Tanker
Cargo,Tanker
Cargo,Tanker
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Tug,Other
Tanker,Tanker
Other,Cargo
Cargo,Tanker
Other,Other
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tug,Tug
Tanker,Tanker
Other,Other
Cargo,Tanker
Tanker,Cargo
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Other,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Tanker,Tanker
Tanker,Cargo
Other,Passenger
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Cargo
Other,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Tug,Tug
Tanker,Tanker
Other,Passenger
Cargo,Tanker
Tanker,Tanker
Tug,Other
Search and Rescue,Search and Rescue
Tug,Tug
Cargo,Cargo
Cargo,Tanker
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Search and Rescue,Search and Rescue
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Tanker,Tanker
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tug,Tug
Other,Other
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Other,Passenger
Search and Rescue,Search and Rescue
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Special Craft,Special Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Tanker,Tanker
Other,Other
Pleasure Craft,Pleasure Craft
Tug,Tug
Tanker,Cargo
Search and Rescue,Search and Rescue
Pleasure Craft,Pleasure Craft
Other,Other
Tanker,Cargo
Tanker,Cargo
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Other,High-Speed Craft
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Search and Rescue,Search and Rescue
Tug,Tug
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Tug,Tug
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Tanker,Tanker
Search and Rescue,Search and Rescue
Other,Passenger
Search and Rescue,Search and Rescue
Other,Other
Search and Rescue,Search and Rescue
Tug,Tug
Tanker,Cargo
Special Craft,Special Craft
Tanker,Cargo
Other,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Tug,Other
Tanker,Cargo
Other,Cargo
Other,Other
Tanker,Tanker
Tanker,Tanker
Tanker,Cargo
Tanker,Tanker
Tug,Tug
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tanker,Cargo
Special Craft,Special Craft
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Other,Passenger
Search and Rescue,Search and Rescue
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Cargo,Tanker
Other,Passenger
Pleasure Craft,Pleasure Craft
Other,Other
Cargo,Tanker
Other,Other
Search and Rescue,Search and Rescue
Cargo,Tanker
Other,Other
Tug,Tug
Cargo,Cargo
Tug,Other
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Search and Rescue,Search and Rescue
Cargo,Tanker
Tanker,Tanker
Search and Rescue,Search and Rescue
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Other,Other
Search and Rescue,Search and Rescue
Cargo,Tanker
Tanker,Tanker
Tug,Tug
Other,Passenger
Search and Rescue,Search and Rescue
Tug,Other
Tanker,Tanker
Cargo,Cargo
Tug,Tug
Other,Passenger
Tanker,Tanker
Other,High-Speed Craft
Special Craft,Special Craft
Tanker,Tanker
Tanker,Tanker
Cargo,Cargo
Other,Other
Cargo,Cargo
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Tanker
Tug,Other
Pleasure Craft,Pleasure Craft
Search and Rescue,Search and Rescue
Cargo,Cargo
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Search and Rescue,Search and Rescue
Tug,Tug
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tug,Other
Cargo,Cargo
Tug,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Other,Other
Search and Rescue,Search and Rescue
Tanker,Tanker
Other,Passenger
Cargo,Cargo
Cargo,Tanker
Tug,Other
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Cargo,Tanker
Other,Passenger
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Tug,Tug
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Cargo,Tanker
Other,Other
Tanker,Tanker
Search and Rescue,Search and Rescue
Tanker,Tanker
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Other,Passenger
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tug,Tug
Other,Other
Tanker,Tanker
Other,Passenger
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Other,High-Speed Craft
Tug,Tug
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Other,Other
Tanker,Tanker
Cargo,Tanker
Other,Other
Tug,Tug
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tug,Other
Tanker,Tanker
Other,Other
Other,Other
Cargo,Tanker
Other,High-Speed Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Other,Other
Tanker,Tanker
Cargo,Cargo
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Other,Other
Tug,Other
Cargo,Tanker
Tanker,Tanker
Tug,Other
Search and Rescue,Search and Rescue
Tanker,Tanker
Other,Other
Search and Rescue,Search and Rescue
Special Craft,Special Craft
Pleasure Craft,Pleasure Craft
Search and Rescue,Search and Rescue
Cargo,Cargo
Tug,Other
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Cargo,Tanker
Other,Other
Cargo,Tanker
Cargo,Tanker
Pleasure Craft,Pleasure Craft
Search and Rescue,Special Craft
Other,Passenger
Tanker,Tanker
Tug,Tug
Cargo,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Other,Passenger
Other,High-Speed Craft
Pleasure Craft,Pleasure Craft
Tug,Tug
Cargo,Tanker
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Pleasure Craft,Pleasure Craft
Cargo,Cargo
Other,Other
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Cargo,Tanker
Tanker,Tanker
Cargo,Tanker
Other,Passenger
Tug,Tug
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Other
Cargo,Tanker
Tanker,Tanker
Other,Other
Other,Other
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Cargo,Tanker
Tug,Tug
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tug,Tug
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Tanker,Tanker
Other,Other
Sailing Vessel,Special Craft
Tanker,Tanker
Tug,Tug
Cargo,Tanker
Tanker,Tanker
Cargo,Tanker
Other,Other
Tug,Tug
Tanker,Tanker
Cargo,Tanker
Cargo,Tanker
Tanker,Tanker
Tanker,Tanker
Tug,Tug
Tanker,Tanker
Tanker,Tanker
Other,Passenger
Tug,Other
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Pleasure Craft,Pleasure Craft
Tanker,Tanker
Other,Other
